,X,Rk,Player,Nation,Pos,Squad,Rank,Age,Born,MP,Starts,Min,X90s,Goals,Shots,SoT,SoT.,G.Sh,G.SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp.,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp.,PasMedCmp,PasMedAtt,PasMedCmp.,PasLonCmp,PasLonAtt,PasLonCmp.,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri.,TklDriPast,Press,PresSucc,Press.,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl.Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc.,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec.,RecProg,CrdY,CrdR,X2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon.
380,1867,1867,Nordi Mukiele,FRA,CB,RB Leipzig,A,24,1997,28,21,1842,20.5,0.05,1.07,0.34,31.8,0.05,0.14,12.3,0,0,0,42,55.7,75.5,759,302.9,19.3,22.7,85,16.7,21.4,78.1,5.27,8.54,61.7,0.15,0.63,1.9,1.41,0.39,4.49,55.7,47.5,8.15,1.02,0,8.39,0.88,1.95,0,0,0,0,31.3,11.5,12.8,3.66,41,2.44,7.02,0.1,42,0.05,0.54,2.68,2.54,1.07,0.93,0,0.05,0.05,0.05,0,0.2,0.15,0,0,0,0.05,0,2.15,1.37,1.41,0.59,0.15,0.88,1.8,48.6,0.93,15.2,5.51,36.2,5.61,6.39,3.22,1.51,0.24,0,1.27,2.54,4.68,2.68,0.1,68.9,3.17,20.8,33.2,18.1,3.51,61.2,0.73,1.85,39.5,0.83,0.05,39.5,177.6,97.8,3.71,1.02,0.44,1.12,0.98,45.5,41.8,91.8,3.12,0.15,0,0,1.27,1.22,0.39,1.95,1.37,0.05,0.05,0,8.54,2.49,1.51,62.2
383,1876,1876,Jeison Murillo,COL,CB,Celta Vigo,B,30,1992,19,12,1117,12.4,0,0.56,0.08,14.3,0,0,13.5,0,0,0,50.8,56.8,89.5,1169.8,292.7,12.7,13.5,94,25.1,26.8,93.7,12.4,15.6,79.4,0,0.08,3.55,0.08,0,2.18,56.8,54.9,1.85,1.77,0,3.47,2.42,0,0,0,0,0,44.8,4.19,7.74,13.5,39,2.5,0.08,0.32,50.8,0.16,0.81,0.65,0.24,0.4,0.24,0.08,0,0,0.08,0,0,0,0,0,0,0,0,1.85,0.56,1.21,0.65,0,0.73,1.05,69.2,0.32,9.11,3.55,38.9,5.48,3.23,0.4,1.69,0.81,0,0.89,1.21,3.06,3.39,0,65.8,7.02,31.4,37.1,1.53,0.97,64.2,0.08,0.16,50,0.08,0,41.2,221.5,129.8,2.82,0.08,0,0,0.4,45.7,45.1,98.6,0.24,0.4,0.08,0,1.05,1.13,0,0,0.56,0,0.08,0,9.76,2.74,2.1,56.7
386,1890,1890,Obite N'Dicka,FRA,CB,Eint Frankfurt,A,22,1999,32,32,2857,31.7,0.13,0.85,0.16,18.5,0.15,0.8,7.6,0,0,0,49.7,58.3,85.2,967.8,299.3,17.9,19.6,91.5,25.4,28.2,89.9,5.96,9.5,62.8,0.13,0.35,1.99,0.32,0.06,2.65,58.3,56.6,1.77,1.07,0,7.13,0.82,0.32,0,0,0,0,44.3,4.86,9.15,45,8.01,2.15,0.69,0.16,49.7,0.13,1.01,1.04,0.57,0.79,0.6,0.06,0,0.06,0,0.06,0.19,0.13,0,0,0.06,0,0,2.05,1.36,1.01,0.95,0.09,1.07,1.77,60.7,0.69,12.2,4.67,38.1,5.71,5.58,0.95,2.33,0.69,0.06,1.64,2.02,4.07,5.05,0.06,71.3,8.3,37.3,33.8,4.54,1.2,69.6,0.32,0.44,71.4,0.35,0.03,43.6,227.1,95.3,2.37,0.76,0.09,0.41,0.41,47.4,45.7,96.3,0.22,0.09,0,0,1.55,0.47,0.13,0.32,1.36,0,0.03,0.03,10.6,4.45,2.59,63.2
388,1894,1894,Nacho,ESP,CB,Real Madrid,B,32,1990,28,17,1555,17.3,0.17,0.58,0.17,30,0.3,1,12.8,0,0,0,55,59.2,92.9,1040.2,313,21,22,95.3,25.8,27.5,93.9,6.99,8.03,87.1,0,0.46,2.72,0.23,0.12,2.31,59.2,55.4,3.82,1.16,0,4.45,0.64,0.35,0,0,0,0,49,5.03,5.14,11.6,43.1,1.33,2.25,0.17,55,0.12,0.69,0.52,0.52,1.04,0.98,0,0,0.06,0,0,0.12,0.12,0,0,0,0,0,1.1,0.64,0.64,0.35,0.12,0.46,1.27,36.4,0.81,7.28,2.14,29.4,3.35,3.35,0.58,1.33,0.92,0,0.4,2.14,3.24,3.64,0,68.7,9.65,32.1,32.9,6.71,0.81,65,0.17,0.29,60,0.17,0,44.5,182.2,93.1,1.91,0.98,0,0.29,0.17,49,48,98,0.52,0.4,0,0,0.98,0.87,0,0.35,0.64,0,0,0,7.51,1.97,1.45,57.6
389,1895,1895,Mickael Nade,FRA,CB,Saint-?ienne,B,23,1999,30,29,2563,28.5,0.04,0.25,0.04,14.3,0.14,1,10.3,0,0,0,34.8,42.1,82.7,736.9,218,10.5,12.1,87,17.5,20.1,87.4,6.11,9.02,67.7,0,0.21,2.18,0.11,0,2.42,42.1,40.9,1.23,1.16,0.04,5.19,1.37,0.04,0,0,0,0,32.2,3.33,6.63,34.4,4.07,2.04,0.07,0.18,34.8,0.07,0.81,1.12,0.25,0.67,0.49,0,0,0,0.07,0.11,0,0,0,0,0,0,0,2.7,1.82,1.96,0.63,0.11,0.95,1.47,64.3,0.53,10.9,4.7,43.1,6.74,3.65,0.53,1.58,0.56,0.04,1.02,2.67,5.37,3.26,0,52.6,5.44,26.1,28.7,1.82,0.25,51.6,0.42,0.63,66.7,0.46,0,33.3,165.1,87.9,2.6,0.56,0.04,0.18,0.35,32.3,31.5,97.6,0.04,0.14,0,0,1.75,1.02,0.04,0.04,1.82,0,0.04,0,8.56,2.53,1.33,65.5
394,1931,1931,Moussa Niakhate,FRA,CB,Mainz 05,B,26,1996,30,29,2567,28.5,0.14,0.32,0.11,33.3,0.22,0.67,14,0,0.07,0.07,43,55.9,76.9,875.3,380.9,13.8,15.7,87.9,22.2,25.9,85.8,6.49,13,49.9,0,0.39,3.19,0.39,0.07,4.42,55.9,46,9.86,1.79,0,7.93,0.81,1.47,0,0,0,0,34.7,6.42,14.8,37.2,6.84,2.25,8.04,0.11,43,0.07,1.33,1.4,0.95,1.05,0.81,0.21,0,0,0.04,0,0.04,0.04,0,0,0,0,0,2.11,1.3,1.4,0.63,0.07,0.74,1.37,53.8,0.63,12.2,4.81,39.5,6.56,4.6,1.02,1.51,0.42,0.04,1.09,2.63,4.74,3.47,0.04,65.8,7.79,32.5,29.1,7.86,0.77,56,0.35,0.46,76.9,0.35,0.14,33.6,181.7,90.6,2,0.67,0,0.25,0.46,35.3,33.9,96,0.28,0.04,0,0,1.26,0.84,0.11,1.47,1.3,0,0.04,0,11,2.49,1.33,65.1
395,1939,1939,Dimitris Nikolaou,GRE,CB,Spezia,B,23,1998,36,36,3240,36,0,0.08,0,0,0,0,23.4,0,0,0,37.6,46.2,81.5,818,288.9,10.8,11.9,90.2,18.4,20.5,89.7,7.47,12.3,61,0,0.08,2.67,0.06,0.03,2.17,46.2,43.3,2.92,1.92,0.03,4.97,1.36,0.14,0,0,0,0,32.3,4.17,9.72,33.4,9.61,1.89,0.39,0.08,37.6,0.22,1.22,1.17,0.64,0.42,0.33,0.03,0,0,0.03,0.03,0.03,0.03,0,0,0,0,0,1.47,0.86,1.11,0.36,0,0.58,0.94,61.8,0.36,10.8,3.67,34,6.47,3.92,0.39,2,0.75,0,1.25,2.03,3.5,3.89,0.03,55.6,9.25,32.2,25.3,1.75,0.22,52.8,0.31,0.39,78.6,0.31,0,34.7,218,106.8,2.5,0.5,0.06,0.44,0.36,34,33.5,98.6,0.11,0.19,0,0,0.94,0.64,0,0.14,0.86,0,0.03,0.03,8.72,1.47,1.61,47.7
396,1940,1940,Joakim Nilsson,SWE,CB,Arminia,B,28,1994,31,31,2735,30.4,0.07,0.16,0.1,60,0.4,0.67,15.5,0,0,0,32.4,38.9,83.1,712.2,232.7,8.03,9.05,88.7,18.8,20.9,89.8,5.36,8.42,63.7,0,0.13,2.14,0.1,0,2.27,38.9,37.2,1.78,1.41,0,5.66,0.76,0,0,0,0,0,26.2,3.52,9.28,28.2,5.03,3.32,0.3,0.1,32.4,0.07,0.72,0.49,0.33,0.3,0.23,0.03,0,0,0,0.03,0.03,0.03,0,0,0,0,0,1.41,0.76,0.89,0.53,0,0.59,0.86,69.2,0.26,10.7,3.32,31,6.32,4.21,0.2,1.94,0.76,0.03,1.18,2.04,3.45,5.95,0.03,50.5,8.13,30.7,21.7,0.95,0.33,48.8,0,0,0,0,0,25.4,138.4,71.3,1.51,0.1,0,0.2,0.2,27.2,26.6,97.8,0.16,0.16,0,0,1.25,0.53,0.07,0,0.76,0,0,0,9.14,3.45,2.57,57.4
397,1962,1962,Bram Nuytinck,NED,CB,Udinese,B,32,1990,27,23,2033,22.6,0.04,0.44,0.13,30,0.1,0.33,8.1,0,0,0,34.9,41,85,776.3,233.1,8.23,9.07,90.7,19.7,21.4,91.9,6.64,9.91,67,0,0.09,1.24,0.09,0.04,1.19,41,37.9,3.14,1.95,0,3.63,0.31,0.13,0,0,0,0,29.3,2.92,8.81,26.1,10.7,2.52,0.8,0.09,34.9,0.18,0.49,0.58,0.35,0.31,0.22,0,0,0.09,0,0,0.09,0.04,0,0,0.04,0,0,1.73,0.97,1.11,0.58,0.04,0.58,1.46,39.4,0.88,10.5,3.36,32.1,5.84,4.29,0.35,2.61,1.46,0.04,1.15,1.46,3.19,4.69,0,51.7,12.3,34.1,18,1.73,0.84,48.6,0,0,0,0,0,26.2,131.4,62.6,1.24,0.09,0.04,0.04,0.13,30,29.5,98.2,0.18,0.09,0,0,0.75,0.22,0,0.13,0.97,0,0,0,7.79,1.64,1.28,56.1
398,1964,1964,Gerzino Nyamsi,FRA,CB,Strasbourg,B,25,1997,34,33,2984,33.2,0,0.84,0.15,17.9,0,0,9.2,0,0,0,36.4,43.2,84.3,854.7,274.7,7.56,8.43,89.6,20.6,22.3,92.4,7.92,11.8,67.3,0.06,0.09,2.11,0.15,0,1.81,43.2,41.9,1.27,0.9,0.03,3.64,1.48,0.03,0,0,0,0,32.9,2.65,7.68,6.02,33.9,1.78,0.06,0.06,36.4,0.21,0.69,0.84,0.45,0.48,0.24,0.03,0,0.18,0,0.03,0.12,0.06,0.03,0,0.03,0,0,1.48,0.69,1.02,0.36,0.09,0.78,1.08,72.2,0.3,7.47,2.74,36.7,4.61,2.38,0.48,1.42,0.57,0,0.84,1.27,2.74,3.64,0.03,52.1,9.13,29.8,25.1,1.63,1.17,50.9,0.18,0.24,75,0.21,0,32.8,238.3,137.6,1.72,0.03,0.03,0.3,0.39,34.2,33.6,98.2,0.09,0.12,0,0,1.14,0.15,0.03,0.03,0.69,0,0,0,8.92,2.86,1.36,67.9
400,1976,1976,Florent Ogier,FRA,CB,Clermont Foot,B,33,1989,30,29,2429,27,0.04,0.3,0.11,37.5,0.13,0.33,10.9,0,0,0,46.4,54.8,84.8,980.5,412.4,15.1,16.6,90.8,22.1,24.6,89.9,8.67,12.7,68,0,0.07,2.81,0.04,0,2.15,54.8,53.5,1.26,1.15,0.04,4.26,1.15,0.07,0,0,0,0,39.2,4.44,11.1,9.33,40.8,3.3,0.07,0.15,46.4,0.15,1.07,1.15,0.48,0.3,0.22,0.04,0,0.04,0,0,0.04,0.04,0,0,0,0,0,1.19,0.63,0.78,0.41,0,0.44,1.04,42.9,0.59,7.85,3.07,39.2,4.52,3.15,0.19,2.19,1.07,0.04,1.11,1.52,2.7,4.44,0.04,64.6,9.33,41.9,25,1.33,0.56,63.4,0.19,0.22,83.3,0.19,0,39.1,187.2,96,1.67,0.11,0,0.11,0,43.9,43.3,98.5,0.07,0.22,0,0,0.7,0.48,0,0.07,0.63,0,0.04,0,9.07,2.56,1.85,58
